code,ergp_line_item,mda_code,agency,mother_ministry,amount,alignment,confidence,reason,mandate_deviation_score
ERGP23191623,CONSTRUCTION OF A BLOCK OF 2 STOREY BUILDING (6 FLATS OF 2 BEDROOMS) STAFF QUARTERS,517026080,FSTC AHOADA,,54411070.0,YES,HIGH,"Constructing staff quarters directly supports the agency's mandate by providing accommodation for qualified science teachers, technical instructors and vocational trainers needed to deliver STEM education at this boarding federal unity school.",0
ERGP23202059,"PROCUREMENT AND INSTALLATION OF TRANSFORMER IN THE COLLEGE
",517026080,FSTC AHOADA,,8400000.0,YES,HIGH,"Procurement and installation of a transformer is essential infrastructure to provide reliable electricity for the college's science laboratories, technical workshops, computer labs, and boarding facilities required to fulfill its educational mandate.",0
ERGP23202063,"PROVISION OF A MINI-GRID SOLAR POWER SYSTEM FOR THE COLLEGE STORE, DINNING HALL AND KITCHEN COMPLEX",517026080,FSTC AHOADA,,3500000.0,YES,HIGH,"Providing solar power infrastructure for essential college facilities like the store, dining hall and kitchen complex directly supports the school's core educational operations and boarding facilities that are fundamental to its mandate as a federal unity school.",0
ERGP12191703,CONSTRUCTION/CREATING OF 500M ACCESS ROAD AND DRAINAGE SYSTEM IN THE COLLEGE,517026081,FSTC AWKA,,39562600.0,YES,HIGH,Construction of access roads and drainage systems is essential infrastructure that directly supports the college's ability to operate and provide science and technical secondary education to students.,0
ERGP23169940,CONSTRUCTION OF 2 STOREY 2 BEDROOM FLAT EACH (3 FLATS) FOR ESSENTIAL HOUSE OFFICERS,517026081,FSTC AWKA,,39679500.0,YES,HIGH,Constructing residential accommodation for essential house officers directly supports the agency's mandate to maintain qualified science and technical teachers and staff necessary for delivering STEM education at this federal boarding school.,0
ERGP23173298,CONVERSION OF A BLOCK OF 5 CLASSROOMS TO 2 STOREY 15 CLASSROOMSS,517026081,FSTC AWKA,,60328867.0,YES,HIGH,Converting and expanding classroom facilities from 5 to 15 classrooms directly supports the agency's mandate to provide JSS1-SS3 science and technical secondary education by increasing capacity for delivering STEM-focused curriculum and accommodating more students.,0
ERGP23226391,CONSTRUCTION OF 600 CAPACITY ONE STOREY BOYS HOSTEL,517026081,FSTC AWKA,,42847435.0,YES,HIGH,Construction of boys hostel directly supports the agency's statutory function to provide boarding facilities that promote national integration among ethnically diverse students.,0
ERGP23226536,CONSTRUCTION OF ONE NO 500 CAPACITY GIRLS HOSTEL,517026081,FSTC AWKA,,31500000.0,YES,HIGH,Construction of a girls hostel directly supports the agency's statutory function to provide boarding facilities that promote national integration and unity among ethnically diverse students.,0
ERGP23226583,RENOVATION OF 2 UNITS VICE-PRINCIPAL 3 BEDROOMS STAFF QUARTERS,517026081,FSTC AWKA,,8400000.0,YES,HIGH,Renovating vice-principal staff quarters is essential for maintaining adequate housing for key administrative staff needed to effectively manage the college's science and technical education programs.,0
ERGP23226636,CONSTRUCTION OF 50KVA SOLAR LIGHT IN THE STUDENTS CLASSROOMS,517026081,FSTC AWKA,,21000000.0,YES,HIGH,Installing solar lighting in student classrooms directly supports the agency's core educational functions by providing essential infrastructure for science and technical education delivery.,0
ERGP12226932,"CONSTRUCTION OF ROAD AND DRAINAGE ,LAYING APHALT",517026082,FSTC JUBU-IMUSHIN,,70000000.0,PARTIAL,MEDIUM,"Road and drainage construction with asphalt laying could be justified as essential infrastructure to support the school's educational operations and ensure safe access for students and staff, though it's not directly related to the core STEM education mandate.",50
ERGP23191238,"CONSTRUCTION OF 1 BLK OF BOY,S HOSTEL",517026082,FSTC JUBU-IMUSHIN,,22457434.0,YES,HIGH,Construction of boys' hostel directly supports the agency's statutory function to provide boarding facilities that promote national unity among diverse students from across Nigeria.,0
ERGP23226784,CONSTRUCTION OF 2BLOCKS OF 3NOS 2BEDROOM FLAT,517026082,FSTC JUBU-IMUSHIN,,56000000.0,YES,HIGH,Construction of staff accommodation blocks directly supports the agency's mandate by providing essential housing for qualified science and technical teachers required to deliver STEM education at this federal unity school.,0
ERGP23226831,SUPPLY OF 2 LABORATORIES FURNITURES( PHYSIC AND CHEMISTRY),517026082,FSTC JUBU-IMUSHIN,,5950000.0,YES,HIGH,The supply of physics and chemistry laboratory furniture directly supports the agency's statutory function to maintain well-equipped science laboratories for providing science and technical secondary education.,0
ERGP23226851,PROVISIONS OF DINNING HAL TABLES AND BENCHES FURNITURES,517026082,FSTC JUBU-IMUSHIN,,6300000.0,YES,HIGH,Dining hall furniture is essential infrastructure for the boarding facilities that the college must maintain as a Federal Unity School providing residential education to promote national integration among diverse students.,0
ERGP23226870,PROVISION OF TEACHING AIDS AND INSTRUCTIONAL MATERIALS,517026082,FSTC JUBU-IMUSHIN,,2800000.0,YES,HIGH,"Provision of teaching aids and instructional materials directly supports the college's core mandate to provide science and technical secondary education, maintain well-equipped laboratories, deliver STEM-focused curriculum, and prepare students for examinations.",0
ERGP23226944,RENOVATION OF TWO (2) BLOCKS OF CLASSROOM,517026082,FSTC JUBU-IMUSHIN,,28000000.0,YES,HIGH,Renovating classroom blocks is essential infrastructure maintenance that directly supports the college's core mandate to provide JSS1-SS3 science and technical secondary education.,0
ERGP23226976,SUPPPLY OF CONSUMERABLES,517026082,FSTC JUBU-IMUSHIN,,4550000.0,YES,HIGH,"Supply of consumables is essential for operating science laboratories, technical workshops, and maintaining boarding facilities required for the college's STEM education mandate.",0
ERGP23227027,CONSTRUCTION OF 1 BLOCK OF FEMALE HOSTEL,517026082,FSTC JUBU-IMUSHIN,,46956027.0,YES,HIGH,Construction of female hostel directly supports the agency's statutory function to provide boarding facilities promoting national unity as a Federal Unity School.,0
ERGP23230571,CONSTRUCTION OF DRAINAGE PHASE 1,517026083,FSTC MICHIKA,,105525000.0,YES,HIGH,Construction of drainage is essential infrastructure that directly supports the school's core mandate to maintain educational operations in a conflict-affected region by ensuring proper water management and safe learning environment.,0
ERGP23230582,RENOVATION OF 1 BLOCK OF 6 CLASSROOMS,517026083,FSTC MICHIKA,,35000000.0,YES,HIGH,Renovating classrooms directly supports the agency's core mandate to provide JSS1-SS3 science and technical education and maintain educational standards despite challenging circumstances in the conflict-affected region.,0
ERGP23230595,CONSTRUCTION OF 2 BLOCKS OF 8 TOILETS,517026083,FSTC MICHIKA,,20650000.0,YES,HIGH,Construction of toilet blocks is essential infrastructure directly supporting the agency's mandate to provide boarding education and maintain operational facilities for students and staff at the federal science and technical college.,0
ERGP23230607,PROVISION OF CCTV CAMERA,517026083,FSTC MICHIKA,,20300000.0,YES,HIGH,CCTV cameras are essential security infrastructure that directly supports the agency's mandate to maintain educational operations and provide boarding with enhanced security protocols in this conflict-affected northeastern Nigerian region.,0
ERGP23230618,PROCUREMENT OF TRIACYCLE CARRIER,517026083,FSTC MICHIKA,,3150000.0,PARTIAL,MEDIUM,"While not directly educational, tricycle carriers could serve legitimate transportation needs for the school's operations, student mobility, or logistics support in the conflict-affected region, though the connection to the core educational mandate is indirect.",50
ERGP23230624,PROCUREMENT OF KITCHEN EQUPMENTS,517026083,FSTC MICHIKA,,7700000.0,YES,HIGH,Procurement of kitchen equipment is essential for the boarding school operations that provide meals for students who live on campus as part of the federal unity school system.,0
ERGP23230629,INSTALLATION OF SOLAR POWER IN GIRLS HOSTEL,517026083,FSTC MICHIKA,,7000000.0,YES,HIGH,Installing solar power in the girls hostel directly supports the agency's statutory function to provide boarding with enhanced security protocols and maintain educational operations despite challenging circumstances in the conflict-affected region.,0
ERGP23230642,CONSTRUCTION OF STUDIO APPARTMENTS,517026083,FSTC MICHIKA,,41858820.0,PARTIAL,MEDIUM,"Construction of studio apartments could serve as staff quarters for teachers willing to work in this conflict-affected region, which would support the agency's mandate to employ and retain educators despite security challenges, though it's not explicitly within their core educational functions.",50
ERGP23178486,"CONSTRUCTION OF NURSES, MATRON PORTERS AND HOUSE MASTERS QUARTERS",517026084,FSTC TUNGBO - YENAGOA,,65323000.0,YES,HIGH,"Construction of staff quarters for nurses, matrons, porters and house masters directly supports the agency's statutory function to provide boarding facilities and maintain Federal Unity School standards by ensuring adequate accommodation for essential residential staff.",0
ERGP23178487,CONSTRUCTION OF MULTI PURPOSE HALL,517026084,FSTC TUNGBO - YENAGOA,,101612774.0,YES,HIGH,"A multi-purpose hall is essential educational infrastructure that supports the college's mandate to provide comprehensive science and technical education, facilitate student assemblies, examinations, and various academic activities required for a federal unity school.",0
ERGP23192937,CONSTRUCTION OF1NO 6 CLASSROOM,517026084,FSTC TUNGBO - YENAGOA,,28013593.0,YES,HIGH,Construction of classrooms directly supports the agency's core mandate to provide JSS1-SS3 science and technical education by expanding essential educational infrastructure needed to deliver STEM-focused curriculum.,0
ERGP23192940,CONSTRUCTION OF1NO QUADRANGLE BOYS DORMITORY,517026084,FSTC TUNGBO - YENAGOA,,31158506.0,YES,HIGH,Construction of boys dormitory directly supports the agency's statutory function to provide boarding facilities that promote national integration and unity among students from diverse regions attending this federal unity school.,0
ERGP23225777,RECONSTRUCTION OF PERIMETER FENCE,517026084,FSTC TUNGBO - YENAGOA,,20686848.0,YES,HIGH,"Reconstructing the perimeter fence is essential for securing the boarding school facilities, protecting students and equipment including laboratories and workshops, which directly supports the college's mandate to provide safe science and technical education.",0
ERGP22227376,PURCHASE OF FIRE FIGHTER EQUIPMENTS,517026085,FSTC USI-EKITI,,7000000.0,YES,HIGH,"Fire fighter equipment is essential safety infrastructure required for protecting students, staff, and facilities including science laboratories and technical workshops where fire hazards are present in a boarding school environment.",0
ERGP23226899,CONSTRUCTION OF TWO BLOCKS OF 3 UNITS SELF CONTAINED FLAT,517026085,FSTC USI-EKITI,,35000000.0,YES,HIGH,Construction of residential accommodation falls within the agency's mandate to provide boarding facilities and maintain infrastructure necessary for delivering science and technical secondary education with boarding services that promote national integration.,0
ERGP23227055,"CONSTRUCTION OF PHYSICS, CHEMISTRY AND BIOLOGY LABORATORIES",517026085,FSTC USI-EKITI,,70000000.0,YES,HIGH,"The construction of Physics, Chemistry and Biology laboratories directly supports the agency's statutory function to maintain science laboratories for hands-on experimental learning and aligns with its core mandate to provide STEM-focused secondary education.",0
ERGP23227102,CONSTRUCTION OF FENCE WITH SECURITY FACILITIES IN GIRLS HOSTELS,517026085,FSTC USI-EKITI,,21000000.0,YES,HIGH,Construction of fence with security facilities in girls hostels directly supports the agency's statutory function to provide boarding facilities promoting national integration while ensuring student safety and security essential for effective residential education delivery.,0
ERGP23227186,CONSTRUCTION OF ROAD NETWORK AND EROSION CONTROL,517026085,FSTC USI-EKITI,,28000000.0,PARTIAL,MEDIUM,"While road construction and erosion control are not core educational functions, they may be necessary infrastructure improvements to support the college's operations and protect its facilities.",50
ERGP23227249,PROVISION OF ONE SOLAR POWER BOREHOLE,517026085,FSTC USI-EKITI,,7000000.0,YES,HIGH,Providing solar power borehole infrastructure directly supports the college's statutory function to maintain boarding facilities and operational infrastructure necessary for delivering science and technical education to students.,0
ERGP23227287,RENOVATION OF E-LIBRARY PHASE II,517026085,FSTC USI-EKITI,,80051749.0,YES,HIGH,Renovating an e-library directly supports the agency's mandate to provide enhanced STEM education through modern computer facilities and digital resources for science and technical learning.,0
ERGP23227338,"PROCUREMENT OF 5 BEDS, 5 MATRESSES, HOSPITAL WINDOW BLANK CULTINS, 20 MARKEEN TOUCH FOR SCHOOL CLINIC",517026085,FSTC USI-EKITI,,3500000.0,YES,HIGH,"The procurement of beds, mattresses, and medical supplies for the school clinic directly supports the agency's boarding facilities and student welfare responsibilities as part of providing comprehensive secondary education.",0
ERGP23169441,COMPLETION OF ABANDONED 2000 CAPACITY MULTIPURPOSE HALL INCLUDING FURNISHING,517026086,FTC IKARE,,15718284.0,YES,HIGH,"A multipurpose hall is essential educational infrastructure that directly supports the college's mandate to provide technical and vocational education by serving as venue for examinations, assemblies, workshops, and other academic activities required for operating a technical college.",0
ERGP23202125,RENOVATION OF SEVEN (7) CLASSROOMS,517026086,FTC IKARE,,10106576.0,YES,HIGH,Renovating classrooms is essential infrastructure maintenance that directly supports the agency's core mandate to provide technical and vocational secondary education.,0
ERGP23226487,REHABILITATION OF 1 BLOCK OF 6 CLASSROOMS WITH OFFICES AND TOILETS (JS3 BLOCK),517026086,FTC IKARE,,38500000.0,YES,HIGH,"Rehabilitating classrooms, offices and toilets directly supports the college's core mandate to provide technical and vocational secondary education by maintaining essential educational infrastructure for students and staff.",0
ERGP23226524,FURNISHING OF NEWLY CONSTRUCTED MULTIPURPOSE HALL,517026086,FTC IKARE,,31500000.0,YES,HIGH,"Furnishing a newly constructed multipurpose hall directly supports the college's mandate to provide technical and vocational education by creating proper facilities for instruction, student activities, and practical training programs.",0
ERGP23226564,RENOVATION OF 4NOS 3 BEDROOM FLATS (VICE PRINCIPALS QUARTERS),517026086,FTC IKARE,,28000000.0,YES,HIGH,Renovating vice principals' quarters is necessary infrastructure maintenance to ensure proper accommodation for senior academic staff essential to the college's operations and educational delivery.,0
ERGP23226738,CONSTRUCTION OF 0.5KM INTERNAL ROAD WITH DRAINAGE,517026086,FTC IKARE,,68098854.0,YES,HIGH,Construction of internal road with drainage is essential infrastructure development that directly supports the college's educational operations and improves access to workshops and facilities for technical training.,0
ERGP23226830,CONSTRUCTION OF 500 CAPACITY SPORTS PAVILLION,517026086,FTC IKARE,,59500000.0,PARTIAL,MEDIUM,"While sports facilities can support student welfare and physical development at an educational institution, constructing a 500-capacity sports pavilion is not directly aligned with FTC Ikare's core mandate of providing technical and vocational education through workshops and practical trade training.",50
ERGP23202003,CONSTRUCTION OF BLOCK OF 4 CLASSROOMS,517026087,FTC ILESA,,18424592.0,YES,HIGH,Construction of classrooms is essential infrastructure directly supporting the college's core mandate to provide technical and vocational secondary education.,0
ERGP23202009,RENOVATION OF EXISTING DINNING HALL,517026087,FTC ILESA,,14113366.0,YES,HIGH,Renovating the dining hall is essential infrastructure maintenance that directly supports the college's educational mission by providing proper facilities for student meals and welfare.,0
ERGP23202020,RENOVATION OF 4 NOS GIRLS HOSTEL,517026087,FTC ILESA,,94583635.0,YES,HIGH,Renovating girls' hostels is essential infrastructure that directly supports the college's mandate to provide technical and vocational secondary education by ensuring proper accommodation for female students.,0
ERGP23227576,PROCUREMENT OF LABORASTORY AND WORKSHOP CONSUMABLES,517026087,FTC ILESA,,21000000.0,YES,HIGH,"Laboratory and workshop consumables are essential for the college's core mandate of providing hands-on technical and vocational training in trades like carpentry, metalwork, electrical work, motor mechanics, and building construction.",0
ERGP23227628,RENOVATION OF2NOS BOYS HOSTEL,517026087,FTC ILESA,,91842465.0,YES,HIGH,Renovating boys' hostels directly supports the college's mandate to provide technical and vocational secondary education by maintaining essential student accommodation infrastructure.,0
ERGP23107177,COMPLETION OF CATERING CRAFT WORKSHOP,517026088,FTC JALINGO,,7741845.0,YES,HIGH,"Catering craft workshop completion directly supports the college's mandate to provide vocational skills training and technical education, as catering is a recognized technical trade that prepares students for practical careers.",0
ERGP23201963,PROCUREMENT OF ONE NUMBER OF UTILITY VEHICLE (HILUX),517026088,FTC JALINGO,,25690000.0,PARTIAL,MEDIUM,"While a utility vehicle could support the college's operations such as transporting equipment, materials for workshops, or staff mobility for technical programs, vehicle procurement is not directly aligned with the core educational mandate of providing technical and vocational training.",50
ERGP23226319,CONSTRUCTION OF ONE BLOCK OF 6 CLASS ROOMS WITH OFFICES AND TOILETS,517026088,FTC JALINGO,,73500000.0,YES,HIGH,Construction of classrooms with offices and toilets directly supports the agency's core mandate to provide technical and vocational secondary education by providing essential physical infrastructure needed for instruction and administration.,0
ERGP23226389,COSTRUCTION OF ONE BLOCK OF GIRLS HOSTELS WITH CAPACITY OF 200 STUDENTS,517026088,FTC JALINGO,,56000000.0,YES,HIGH,Construction of girls' hostels directly supports the college's core mandate by providing essential accommodation infrastructure that enables female students to access technical and vocational education at the institution.,0
ERGP23226433,PROCUREMENT OF PHOTOCOPIER MARCHINE,517026088,FTC JALINGO,,10500000.0,YES,HIGH,"A photocopier machine is essential administrative equipment needed for copying educational materials, technical manuals, examination papers, and administrative documents required for delivering technical and vocational education at the college.",0
ERGP23226462,PROCUREMENT OF 500 NUMBERS OF STUDENT CLASS FURNITURE,517026088,FTC JALINGO,,42000000.0,YES,HIGH,Student class furniture is essential infrastructure required for FTC Jalingo to fulfill its core mandate of providing technical and vocational secondary education to students in Taraba State.,0
ERGP23226527,RENOVATION AND RE--ENFORCEMENT OF E- LABRARY,517026088,FTC JALINGO,,14181019.0,PARTIAL,MEDIUM,"While an e-library supports educational activities, it is not directly aligned with the college's core mandate of providing hands-on technical and vocational training through workshops and practical skills development.",50
ERGP23226594,PROCUREMENT OF CATERING CRAFT WORKSHOP EQUIPMENTS,517026088,FTC JALINGO,,16450000.0,YES,HIGH,Catering craft workshop equipment directly supports the college's mandate to provide vocational skills training and practical hands-on education in technical trades.,0
ERGP23127859,REHABILITATION/RENOVATION OF 2NOS BLOCK OF 10 CLASROOMS,517026089,FTC KAFANCHAN,,20650000.0,YES,HIGH,Rehabilitating classroom blocks is essential infrastructure maintenance that directly supports the college's core mandate to provide technical and vocational secondary education.,0
ERGP23127870,CONSTRUCTION OF GIRLS' HOSTEL (300 STUDENTS CAPACITY),517026089,FTC KAFANCHAN,,35000000.0,YES,HIGH,Constructing a girls' hostel directly supports the college's mandate to provide comprehensive technical and vocational education by ensuring adequate residential facilities for female students to access technical training programs.,0
ERGP23171304,CONSTRUCTION OF MULTIPURPOSE HALL,517026089,FTC KAFANCHAN,,42000000.0,YES,HIGH,"Construction of a multipurpose hall directly supports the college's mandate to provide comprehensive technical and vocational education by creating essential infrastructure for student assemblies, examinations, workshops, and educational activities.",0
ERGP23171313,PROVISION OF INSTRUCTIONAL MATERIALS AND TECH/VOC. EQUIPMENT,517026089,FTC KAFANCHAN,,14000000.0,YES,HIGH,The provision of instructional materials and technical/vocational equipment directly supports the college's core mandate to provide comprehensive technical and vocational education through hands-on training in workshops and laboratories.,0
ERGP23190693,RENOVATION OF STUDENTS HOSTEL,517026089,FTC KAFANCHAN,,20930000.0,YES,HIGH,Renovating student hostels is essential infrastructure that directly supports the college's mandate to provide comprehensive technical and vocational secondary education by ensuring proper accommodation for students.,0
ERGP23190716,CONSTRUCTION OF FIRE STATION,517026089,FTC KAFANCHAN,,14630000.0,NO,HIGH,"Construction of a fire station is not within the mandate of a federal technical college that provides technical and vocational secondary education, as fire stations are emergency services infrastructure unrelated to educational activities.",100
ERGP23227124,REHABILITATION/RENOVATION OF COLLEGE CLINIC,517026089,FTC KAFANCHAN,,20930000.0,PARTIAL,MEDIUM,"While a college clinic supports student welfare and enables educational activities, healthcare provision is not explicitly listed among the agency's core technical and vocational education functions, though it may be necessary for maintaining a functional educational environment.",50
ERGP23227158,REHABILITATION/RENOVATION OF 1 NO BLOCK OF 12 TOILETS,517026089,FTC KAFANCHAN,,20300000.0,YES,HIGH,Rehabilitation of toilet facilities is essential infrastructure maintenance that directly supports the college's core mandate to provide technical and vocational education by ensuring proper sanitary facilities for students and staff.,0
ERGP23227187,REHABILITATION/RENOVATION OF PRINCIPAL QUARTERS,517026089,FTC KAFANCHAN,,20650000.0,YES,HIGH,"Rehabilitating the principal's quarters is essential for maintaining adequate housing for the college's chief administrator, which directly supports the institution's ability to provide continuous technical and vocational education services.",0
ERGP3171326,REHABILITATION/ RENOVATION OF 3 NOS BLOCK OF 4 FLATS STAFF QUARTERS,517026089,FTC KAFANCHAN,,42583764.0,YES,HIGH,Rehabilitating staff quarters is essential for housing qualified technical instructors and trade masters needed to deliver the college's technical and vocational education mandate.,0
ERGP23226726,CONSTRUCTION OF MULTIPURPOSE HALL,517026090,FTC LASSA,,84000000.0,YES,HIGH,"Construction of a multipurpose hall directly supports the college's mandate to provide technical and vocational education by creating essential infrastructure for student activities, assemblies, examinations, and practical training sessions.",0
ERGP23226733,CONSTRUCTION AND EQUIPPING OF BIOLOGY LABORATORY,517026090,FTC LASSA,,31500000.0,NO,HIGH,"Construction and equipping of a biology laboratory does not align with FTC Lassa's technical and vocational education mandate which focuses on engineering trades, carpentry, metalwork, electrical work, motor mechanics, and building construction rather than biological sciences.",100
ERGP23226737,CONSTRUCTION OF STANDARD SPORTING ARENA,517026090,FTC LASSA,,101261159.0,PARTIAL,MEDIUM,"While sports facilities are not part of the core technical education mandate, a sporting arena could serve as a legitimate student welfare facility supporting the overall educational environment of the technical college.",50
ERGP23226745,CONSTRUCTION AND EQUIPPING OF PHYSICS LABORATORY,517026090,FTC LASSA,,32900000.0,YES,HIGH,Physics laboratory construction and equipment directly supports the technical and vocational education mandate by providing essential infrastructure for teaching fundamental scientific principles underlying engineering trades and technical skills.,0
ERGP23150600,CONSTRUCTION OF 1 NO STOREY BUILDING BOYS'HOSTEL,517026091,FTC OHANSO,,24426473.0,YES,HIGH,Construction of a boys' hostel directly supports the college's mandate to provide technical and vocational secondary education by providing essential accommodation infrastructure for students.,0
ERGP23150605,CONSTRUCTION OF 1014M PERIMETER FENCE,517026091,FTC OHANSO,,21911074.0,YES,HIGH,"Construction of perimeter fencing is essential infrastructure that provides security and proper boundaries for the technical college campus, directly supporting the institution's ability to safely deliver technical and vocational education.",0
ERGP23201940,LANDSCAPPING AND BEAUTIFICATION OF COLLEGE PREMISES PHASE 3,517026091,FTC OHANSO,,70429454.0,PARTIAL,MEDIUM,"While landscaping and beautification is not a core educational function, maintaining attractive college premises can support the learning environment and potentially provide practical training opportunities in construction and landscaping trades.",50
ERGP23201953,CONSTRUCTION OF 1 NO 2 WINGS ICT LABORATORY,517026091,FTC OHANSO,,90882578.0,YES,HIGH,"Construction of ICT laboratory wings directly supports the agency's mandate to provide technical and vocational education, particularly in electronics and modern technical skills training.",0
ERGP23224658,PROCUREMENT AND INSTALLATION OF 20KVA HYBRID SOLAR INVERTER WITH SOLAR PANNELS,517026091,FTC OHANSO,,21573253.0,YES,HIGH,"Procurement and installation of solar power infrastructure directly supports the agency's mandate to maintain workshop equipment and provide practical technical education, including electrical installation training which requires reliable power supply for workshops and laboratories.",0
ERGP23224664,PROCUREMENT OF INSTRUCTIONAL MATERIALS,517026091,FTC OHANSO,,11900000.0,YES,HIGH,Procurement of instructional materials directly supports the agency's core mandate to provide technical and vocational secondary education and deliver practical vocational training across various trades.,0
ERGP23224469,RENOVATION OF 6 NOS CLASSROOMS,517026092,FTC OROZO,,33600000.0,YES,HIGH,Renovating classrooms directly supports the agency's core mandate to provide technical and vocational secondary education by maintaining essential educational infrastructure.,0
ERGP23224511,RENOVATION OF 1 BLOCK OF REPUBLIC HOSTEL,517026092,FTC OROZO,,29400000.0,YES,HIGH,Renovating student hostel accommodation directly supports the agency's core mandate of providing technical and vocational secondary education by ensuring proper residential facilities for students.,0
ERGP23224515,RENOVATION OF 1 BLOCK OF INDEPENDENT HOSTEL,517026092,FTC OROZO,,33950000.0,YES,HIGH,Renovating student hostels directly supports the college's core educational mandate by providing essential accommodation infrastructure needed for technical and vocational education delivery.,0
ERGP23224520,PROCUREMENT OF CLASSROOM FURNITURE,517026092,FTC OROZO,,13650000.0,YES,HIGH,Procurement of classroom furniture directly supports the agency's core mandate to provide technical and vocational secondary education by ensuring proper learning environments for students.,0
ERGP23224524,RECONSTRUCTION OF COLLAPSED PORTION OF THE COLLEGE PERIMETER FENCE,517026092,FTC OROZO,,19600000.0,YES,HIGH,Reconstructing collapsed perimeter fencing is essential infrastructure maintenance that directly supports the college's core educational mandate by ensuring campus security and proper facility operations for technical education delivery.,0
ERGP23224533,CONSTRUCTION OF INTERLOCKING WALKWAYS IN THE COLLGE,517026092,FTC OROZO,,20650000.0,YES,HIGH,"Construction of interlocking walkways directly supports the college's educational infrastructure needs and provides practical learning opportunities for students in building construction, masonry, and related technical trades.",0
ERGP23224536,RENOVATION AND EXPANSION OF COLLEGE CENTRAL TOILET,517026092,FTC OROZO,,20650000.0,YES,HIGH,Renovating and expanding central toilet facilities is essential infrastructure maintenance that directly supports the college's core mandate of providing technical and vocational secondary education by ensuring adequate sanitation facilities for students and staff.,0
ERGP23224540,PROCUREMENT OF INSTRUCTIONAL MATERIALS,517026092,FTC OROZO,,20300000.0,YES,HIGH,Procurement of instructional materials directly supports the agency's core mandate to provide technical and vocational secondary education and deliver practical hands-on training in various trades.,0
ERGP23224546,PROCUREMENT OF SOLAR POWERED ELECTRICITY IN THE COLLEGE,517026092,FTC OROZO,,17500000.0,YES,HIGH,"Procuring solar powered electricity directly supports the college's mandate to maintain comprehensive workshop equipment and machinery for technical training, while also providing practical learning opportunities in electrical installation and renewable energy systems.",0
ERGP23224555,PROCUREMENT OF 1 NO SOLAR POWERED BOREHOLE FOR TRHE COLLGE,517026092,FTC OROZO,,10973939.0,YES,HIGH,"Procurement of a solar powered borehole provides essential water infrastructure for the college's educational operations and workshops, which directly supports the agency's core mandate to provide technical and vocational education.",0
ERGP23225186,PROCUREMENT OF DINING HALL FURNITURE,517026092,FTC OROZO,,20300000.0,YES,HIGH,"Procurement of dining hall furniture is essential for providing student meals and boarding facilities, which are necessary support services for a technical college providing residential secondary education.",0
ERGP23225819,RENOVATION OF 2NO. BLOCKS OF DINNING HALL (NEW),517026093,FTC OTOBI,,31661669.0,YES,HIGH,Renovating dining hall blocks is essential infrastructure maintenance that directly supports the college's core function of providing residential technical and vocational education to students.,0
ERGP23225832,PURCHASE OF TEACHING/LEARNING AIDS EQUIPMENT,517026093,FTC OTOBI,,7000000.0,YES,HIGH,Teaching and learning aids equipment is essential for FTC Otobi to fulfill its core mandate of providing technical and vocational secondary education through practical hands-on training in various trades and skills.,0
ERGP23225868,OVERLAYING OF 1KM INTERNAL ROAD NETWORK/LANDSCAPING,517026093,FTC OTOBI,,56000000.0,YES,HIGH,"Overlaying internal roads and landscaping directly supports the college's educational infrastructure needs for providing technical and vocational training, ensuring safe access to workshops and facilities essential for hands-on learning.",0
ERGP23225883,RENOVATION OF 1NO BLOCK OF FOUR (4) CLASSROOMS (BUSINESS STUDIES/PHE),517026093,FTC OTOBI,,10500000.0,YES,HIGH,Renovating classrooms for Business Studies directly supports the agency's statutory function to provide technical and vocational secondary education including business studies programs.,0
ERGP27225752,REHABILITATION/REPAIR OF 6 UNITS OF 2BEDROOMS FLAT STAFF QUARTERS,517026093,FTC OTOBI,,126000000.0,YES,HIGH,Rehabilitating staff quarters directly supports the agency's mandate by providing essential housing for qualified technical instructors and trade masters required to deliver vocational education programs.,0
ERGP23192115,OVERLAYING OF THE ENTRANCE 2KM ROAD TO ADMINISTRATIVE BLOCK,517026094,FTC OTUPKO,,32014752.0,YES,HIGH,"Overlaying the entrance road to the administrative block is essential infrastructure maintenance that directly supports the college's core educational operations and ensures proper access for students, staff, and equipment delivery to workshops and facilities.",0
ERGP23202311,RENOVATION OF 1NO BLOCK OF BOYS HOSTEL,517026094,FTC OTUPKO,,13632892.0,YES,HIGH,Renovating boys' hostel facilities directly supports the college's core mandate of providing technical and vocational secondary education by maintaining essential student accommodation infrastructure.,0
ERGP23226374,PURCHASE OF LABORATORY/WORKSHOP CONSUMABLES,517026094,FTC OTUPKO,,12600000.0,YES,HIGH,"The purchase of laboratory/workshop consumables directly supports the college's core mandate to provide hands-on technical and vocational training through comprehensive workshops for trades like carpentry, metalwork, electrical work, motor mechanics, building construction, and welding.",0
ERGP23226575,RENOVATION OF ONE BLOCK OF BOYS HOSTEL NIGER HOUSE JUNIOR,517026094,FTC OTUPKO,,20300000.0,YES,HIGH,Renovating student accommodation facilities directly supports the college's core mandate of providing technical and vocational secondary education by ensuring proper housing for students.,0
ERGP23226663,PURCHASE OF LABORATORY STOOLS,517026094,FTC OTUPKO,,13300000.0,YES,HIGH,Laboratory stools are essential furniture for technical workshops and practical training facilities that support the college's core mandate of providing hands-on vocational education in various trades.,0
